,name,danceability,energy,loudness,speechiness,acousticness,liveness,tempo
750,I Could Die for You,0.377,0.734,-3.645,0.0334,0.0985,0.0942,169.988
751,Otherside,0.458,0.795,-3.265,0.0574,0.00316,0.0756,123.229
752,Californication,0.592,0.767,-2.788,0.027,0.0021,0.127,96.483
753,Scar Tissue,0.437,0.717,-4.803,0.039,0.0779,0.108,178.085
754,Porcelain,0.371,0.259,-11.352,0.0312,0.443,0.0752,140.425
755,Someone In The Crowd,0.616,0.538,-9.165,0.17,0.0906,0.192,127.948
756,In a Black Out,0.498,0.291,-10.974,0.029,0.781,0.116,87.967
757,Galway Girl,0.624,0.876,-3.374,0.1,0.0735,0.327,99.943
758,Nancy Mulligan,0.68,0.852,-4.35,0.0349,0.117,0.0866,101.993
759,In The Light,0.685,0.417,-9.603,0.0278,0.844,0.1,98.134
760,In My Life - Remastered 2009,0.688,0.435,-11.359,0.0323,0.449,0.113,103.239
761,Sunset Lover,0.773,0.475,-8.773,0.0501,0.798,0.112,90.835
762,Featherstone,0.803,0.373,-13.692,0.0367,0.868,0.104,124.921
763,This Girl (Kungs Vs. Cookin' On 3 Burners),0.792,0.717,-4.759,0.0393,0.0927,0.226,121.985
764,All Night,0.6,0.905,-3.41,0.0357,0.00274,0.831,124.032
765,Love Stuck,0.667,0.861,-4.43,0.0339,0.0209,0.0841,106.997
766,How Far I'll Go,0.571,0.307,-10.958,0.0499,0.649,0.178,83.72
767,Dusseldorf,0.733,0.716,-6.26,0.0295,0.0501,0.27,128.993
768,440 Volt,0.691,0.719,-8.093,0.0661,0.273,0.07,162.058
769,Naive,0.565,0.818,-6.202,0.0661,0.0767,0.0402,103.342
770,Flashed Junk Mind,0.839,0.84,-8.721,0.0474,0.389,0.114,117.98
771,Map Of The World,0.62,0.727,-6.617,0.0282,0.164,0.188,77.464
772,101,0.71,0.827,-5.244,0.032,0.0437,0.0896,110.003
773,Kids,0.451,0.931,-3.871,0.0719,0.00076,0.361,122.961
774,Electric Feel,0.763,0.807,-3.714,0.035,0.0714,0.348,103.038
775,Pop Style,0.789,0.488,-9.093,0.227,0.179,0.104,133.114
776,How to Save a Life,0.64,0.743,-4.08,0.0379,0.269,0.101,122.035
777,Fell in Love with a Girl,0.323,0.976,-1.598,0.129,0.69,0.794,95.883
778,Icky Thump,0.424,0.632,-7.243,0.0922,0.021,0.0545,97.694
779,Funky Town,0.906,0.63,-8.071,0.0575,0.000547,0.0994,122.458
780,I'm Just A Kid,0.527,0.834,-5.531,0.0447,0.00107,0.0993,110.065
781,17,0.352,0.254,-8.51,0.0473,0.844,0.108,79.989
782,Spirits,0.552,0.725,-3.671,0.0266,0.154,0.108,80.506
783,King Kunta,0.884,0.657,-4.569,0.0977,0.00589,0.154,107.059
784,Gone (The Pocahontas Song),0.688,0.503,-10.356,0.046,0.828,0.088,124.903
785,Earth,0.694,0.664,-4.649,0.05,0.639,0.0929,95.941
786,Supercut,0.562,0.437,-10.229,0.052,0.219,0.0806,124.852
787,Blood Bank,0.494,0.372,-11.89,0.0331,0.964,0.117,116.855
788,Romeo And Juliet,0.611,0.397,-8.47,0.0266,0.43,0.239,84.359
789,Long Way Home,0.455,0.88,-5.041,0.0587,0.00977,0.223,181.987
790,Somewhere Only We Know,0.442,0.606,-5.825,0.0259,0.0678,0.0973,171.982
791,"Blood Bank - Live From Ericsson Globe, Stockholm SE, Oct 31 2018",0.276,0.516,-10.426,0.0374,0.856,0.964,114.003
792,When You Were Young,0.467,0.988,-3.313,0.112,0.000152,0.28,130.433
793,"How Far I'll Go (From ""Moana"") [Piano Version]",0.354,0.208,-14.746,0.0433,0.966,0.12,99.523
794,You're Welcome - Instrumental,0.808,0.684,-10.08,0.0544,0.0214,0.144,135.085
795,"I See the Light [Instrumental Version] (From ""Tangled"")",0.344,0.04,-21.012,0.0345,0.975,0.116,91.929
796,How to Train Your Dragon Medley,0.364,0.234,-12.031,0.0366,0.955,0.105,120.343
797,One Year Later,0.511,0.132,-16.37,0.043,0.925,0.109,115.108
798,Romantic Flight,0.221,0.32,-11.829,0.0315,0.47,0.114,103.511
799,Fairytale,0.0877,0.163,-18.769,0.0362,0.722,0.463,83.13
800,Test Drive,0.259,0.583,-9.489,0.0418,0.0249,0.328,111.153
801,Forbidden Friendship,0.279,0.295,-15.135,0.035,0.859,0.547,129.169
802,The Avengers,0.25,0.553,-8.188,0.0429,0.606,0.145,118.985
803,This Is Berk,0.255,0.489,-9.459,0.0587,0.512,0.229,123.267
804,"This Land - From ""The Lion King""/Score",0.145,0.174,-19.155,0.0396,0.516,0.0784,100.089
805,"Kingdom Dance - From ""Tangled""/Score",0.239,0.614,-9.819,0.0773,0.0904,0.129,155.658
806,To Love's End (InuYasha),0.62,0.118,-22.687,0.135,0.986,0.0698,121.946
807,A Star Is Born (The Piano Medley): La Vie En Rose / Maybe It's Time / Shallow / Always Remember Us This Way / Look What I Found / I'll Never Love Again,0.433,0.232,-14.411,0.0399,0.942,0.156,114.463
808,The Night We Met (Piano Arrangement),0.307,0.216,-16.605,0.0542,0.971,0.0946,179.728
809,I'm Not the Only One (Piano Arrangement),0.547,0.168,-15.801,0.0494,0.989,0.125,85.647
810,"A Thousand Years - From ""Twilight""",0.427,0.0752,-20.366,0.0577,0.99,0.0875,133.922
811,Yesterday - Far Away Version,0.446,0.0894,-18.633,0.0449,0.995,0.154,83.583
812,Rewrite the Stars - Instrumental,0.649,0.527,-10.791,0.0283,0.34,0.13,125.464
813,Shawn Mendes The Piano Tribute Medley: There's Nothing Holdin' Me Back / Mercy / Youth / In My Blood / Treat You Better / Lost In Japan,0.279,0.201,-18.001,0.0371,0.919,0.113,130.804
814,The Light,0.154,0.123,-16.596,0.0421,0.908,0.208,101.738
815,Queen: The Piano Tribute Medley,0.363,0.218,-16.16,0.0353,0.95,0.262,96.962
816,Wake Me Up (Avicii Tribute),0.291,0.275,-15.776,0.0414,0.919,0.11,162.949
817,Game of Thrones (Piano Theme Song),0.191,0.237,-19.107,0.0406,0.772,0.107,167.622
818,Here Comes the Sun,0.617,0.482,-11.96,0.035,0.943,0.108,140.161
819,Someone Like You,0.669,0.23,-17.312,0.047,0.995,0.107,127.125
820,Love Story,0.515,0.401,-12.298,0.0547,0.989,0.129,119.012
821,Rolling in the Deep,0.573,0.133,-15.239,0.04,0.991,0.0822,184.169
822,Story of My Life,0.318,0.445,-9.597,0.0348,0.986,0.0892,123.855
823,A Thousand Years,0.23,0.217,-13.464,0.0386,0.989,0.0844,157.084
824,Halo,0.628,0.696,-7.93,0.031,0.143,0.115,80.061
825,22,0.43,0.375,-15.517,0.0432,0.989,0.133,208.088
826,Pompeii - Piano,0.611,0.416,-13.224,0.0403,0.95,0.317,127.499
827,Stitches,0.658,0.275,-16.866,0.0368,0.971,0.176,150.008
828,Thinking Out Loud,0.666,0.155,-17.768,0.0587,0.992,0.114,78.996
829,Counting Stars,0.488,0.246,-15.086,0.0382,0.991,0.106,105.736
830,When the Party's Over,0.413,0.00769,-33.989,0.057,0.992,0.164,68.407
831,Chasing Cars - Piano,0.613,0.281,-15.364,0.0693,0.933,0.0823,104.016
832,Sunflower (Piano Arrangement),0.318,0.0592,-25.197,0.0492,0.993,0.0958,180.184
833,ME! - Instrumental,0.346,0.118,-20.248,0.0457,0.983,0.161,143.286
834,If I Can't Have You - Piano Rendition,0.688,0.434,-13.051,0.0526,0.968,0.15,123.961
835,I'm Yours,0.675,0.134,-13.79,0.0402,0.673,0.158,75.014
836,Castle on the Hill (Piano Arrangement),0.412,0.307,-13.194,0.0451,0.984,0.105,138.585
837,Photograph (Instrumental),0.672,0.231,-17.552,0.0388,0.972,0.1,108.021
838,Somebody That I Used to Know,0.684,0.303,-13.127,0.0316,0.773,0.0994,129.007
839,This Is Me - Piano Arrangement,0.337,0.356,-14.706,0.0356,0.932,0.0879,95.159
840,Ocean Eyes (Piano Arrangement),0.333,0.222,-16.805,0.0604,0.96,0.0826,152.885
841,Perfect,0.507,0.19,-15.628,0.0639,0.987,0.11,179.221
842,Let Her Go,0.427,0.0382,-26.237,0.0634,0.994,0.108,132.337
843,Love Yourself (Piano Arrangement),0.451,0.3,-13.445,0.0552,0.972,0.169,99.911
844,Apologize,0.313,0.0238,-29.804,0.055,0.994,0.113,99.561
845,Chandelier,0.409,0.109,-19.849,0.0547,0.952,0.158,119.199
846,Senorita - Piano Version,0.606,0.266,-24.654,0.0595,0.979,0.116,112.004
847,Jane The Virgin - Jane's Love Song - Main Theme,0.319,0.198,-18.412,0.0512,0.928,0.122,75.066
848,Song Of Storms,0.506,0.531,-12.937,0.0375,0.395,0.0985,94.91
849,"Song of Storms (From ""Ocarina of Time"")",0.594,0.267,-13.201,0.0367,0.98,0.137,98.94
850,I Will Always Love You,0.487,0.0162,-27.874,0.0673,0.989,0.0872,85.849
851,Hold Back the River,0.582,0.143,-18.144,0.0561,0.923,0.0708,136.04
852,The A Team (Angels To Fly) (Instrumental),0.554,0.312,-16.227,0.0477,0.986,0.112,78.998
853,La La Land Medley,0.205,0.112,-17.313,0.0348,0.974,0.109,79.359
854,Beauty and the Beast,0.122,0.163,-15.691,0.0413,0.891,0.108,179.383
855,Game of Thrones Medley,0.129,0.428,-12.903,0.0487,0.716,0.104,169.922
856,Stranger Things Medley,0.189,0.246,-17.351,0.0386,0.803,0.11,161.438
857,Interstellar Theme,0.39,0.0893,-21.068,0.0371,0.913,0.0966,104.828
858,Star Wars Medley,0.134,0.254,-12.607,0.0357,0.911,0.109,88.125
859,Pirates of the Caribbean Medley,0.278,0.277,-13.274,0.0375,0.936,0.113,115.98
860,Studio Ghibli Medley Pt. 1,0.341,0.0527,-19.589,0.0421,0.942,0.111,130.691
861,Studio Ghibli Medley Pt. 2,0.256,0.0608,-17.508,0.0463,0.957,0.0853,72.173
862,Inochi no Namae,0.479,0.133,-20.073,0.0608,0.982,0.107,167.678
863,Itsumo Nando Demo,0.728,0.255,-22.912,0.0591,0.986,0.106,110.007
864,Shiroi Ryuu,0.677,0.11,-23.694,0.0651,0.991,0.0815,99.998
865,Sootballs,0.685,0.257,-20.34,0.0534,0.954,0.105,109.994
866,The Dragon Boy,0.279,0.0454,-24.75,0.0347,0.988,0.104,172.191
867,The Sixth Station,0.703,0.0325,-22.841,0.0839,0.945,0.0871,75.064
868,Waltz of Chihiro,0.691,0.152,-19.972,0.085,0.988,0.112,80.004
869,High School Musical Piano Medley,0.38,0.253,-15.454,0.0368,0.93,0.15,97.87
870,Inuyasha's Lullaby,0.563,0.0473,-24.678,0.0402,0.993,0.166,109.927
871,Sango's Theme,0.824,0.0324,-27.712,0.335,0.991,0.108,119.989
872,Kikyo's Theme,0.856,0.0559,-26.457,0.198,0.995,0.119,128.005
873,To Love's End,0.484,0.0529,-23.237,0.132,0.986,0.107,90.014
874,Affections Touching Across Time,0.866,0.0804,-25.538,0.0773,0.987,0.15,107.986
875,Angelus,0.319,0.145,-25.855,0.05,0.975,0.117,129.558
876,Beautiful Memories,0.565,0.0276,-27.171,0.107,0.993,0.0857,103.401
877,Come,0.805,0.209,-17.017,0.149,0.859,0.063,119.681
878,Dearest,0.58,0.251,-19.301,0.0619,0.763,0.124,137.529
879,Pure Shards,0.793,0.382,-17.419,0.0829,0.686,0.0335,115.948
880,I Am,0.475,0.282,-23.553,0.125,0.988,0.134,208.979
881,Kitsune Youkai Shippou,0.886,0.0698,-21.43,0.167,0.984,0.0931,96.009
882,Hanyou Inuyasha,0.701,0.359,-16.42,0.162,0.186,0.158,111.456
883,"Tetsukazu no Kanjou (From ""Tonari no Kaibutsu-Kun"")",0.695,0.107,-17.022,0.0631,0.971,0.0812,77.524
884,"I Will (From ""Ao Haru Ride"")",0.446,0.172,-17.752,0.0884,0.982,0.0956,141.813
885,"Omake-Pfadlib (From ""Attack on Titan"")",0.511,0.159,-18.755,0.0843,0.984,0.114,135.116
886,"Continued Story (From ""Code Geass"")",0.275,0.111,-20.813,0.0594,0.977,0.0887,170.246
887,"Butter-Fly (From ""Digimon"")",0.511,0.297,-13.297,0.102,0.944,0.117,116.473
888,"Dear You -Feel- (From ""Higurashi no Naku Koro ni"")",0.421,0.269,-13.665,0.0627,0.835,0.0882,85.894
889,"Madoromi no Yakusoku (From ""Hyouka"")",0.562,0.2,-17.687,0.0424,0.979,0.122,88.865
890,"To Love's End (From ""Inuyasha"")",0.592,0.0582,-18.106,0.118,0.982,0.133,135.868
891,"The Bound Two (From ""Mirai Nikki"")",0.59,0.01,-22.379,0.0509,0.994,0.11,70.225
892,"This Game (From ""No Game No Life"")",0.403,0.317,-12.878,0.0692,0.923,0.101,135.929
893,"Title Screen (From ""Pokémon Red and Blue"")",0.309,0.28,-12.424,0.0658,0.753,0.136,146.134
894,"Ignite (From ""Sword Art Online"")",0.413,0.424,-11.76,0.041,0.816,0.0623,167.599
895,"In Your Past (From ""Sword Art Online"")",0.635,0.0336,-20.495,0.374,0.988,0.11,104.823
896,"Niji no Oto (From ""Sword Art Online"")",0.463,0.293,-14.473,0.076,0.912,0.232,87.803
897,Kagomes Theme,0.414,0.31,-8.485,0.0314,0.717,0.098,111.973
898,Snow (Hey Oh),0.249,0.0601,-29.753,0.0378,0.974,0.0777,100.015
899,All Is Found - Instrumental,0.185,0.18,-16.276,0.0376,0.837,0.0891,79.236
900,All Is Found - Instrumental,0.185,0.18,-16.276,0.0376,0.837,0.0891,79.236
901,Some Things Never Change - Instrumental,0.585,0.462,-9.054,0.0274,0.227,0.185,89.914
902,Into the Unknown - Instrumental,0.335,0.487,-10.481,0.0461,0.864,0.0949,109.383
903,Lost in the Woods - Instrumental,0.464,0.349,-10.988,0.0276,0.562,0.106,74.982
904,Show Yourself - Instrumental,0.382,0.321,-11.959,0.0325,0.619,0.0464,124.186
905,The Next Right Thing - Instrumental,0.165,0.073,-19.512,0.0378,0.814,0.472,106.626
906,Into the Unknown - Frozen 2 - Piano Rendition,0.506,0.243,-17.698,0.0444,0.978,0.117,117.016
907,Into the Unknown - Frozen 2 - Epic Version,0.265,0.859,-6.72,0.0711,0.0149,0.104,116.538
908,Some Things Never Change - Frozen 2 - Piano Rendition,0.61,0.15,-22.42,0.0528,0.993,0.0997,159.976
909,The Next Right Thing - Frozen 2 - Piano Rendition,0.397,0.133,-13.537,0.0672,0.98,0.0609,106.342
910,Show Yourself - Frozen 2 - Piano Rendition,0.511,0.148,-18.882,0.0381,0.987,0.0997,121.116
911,Into the Unknown - Frozen 2 - Piano Rendition,0.275,0.245,-17.766,0.0458,0.975,0.117,116.964
912,Let It Go - Frozen - Epic Version,0.454,0.571,-8.446,0.0331,0.0144,0.154,137.193
913,What I Did for Love,0.364,0.126,-20.825,0.0311,0.966,0.0827,95.086
914,Flume,0.269,0.233,-12.508,0.0326,0.72,0.109,101.953
915,Sailor Moon – Moonlight Legend,0.521,0.26,-12.382,0.0413,0.802,0.251,140.026
916,"Bella's Lullaby (From ""Twilight"")",0.274,0.0571,-30.322,0.0545,0.988,0.0844,174.477
917,"Waiting for the Lights - From ""Tangled""/Score",0.182,0.115,-16.315,0.0376,0.935,0.494,143.274
918,If I Never Knew You - Instrumental,0.553,0.312,-11.949,0.0256,0.71,0.127,103.721
919,Green Light - Instrumental,0.366,0.245,-18.901,0.0538,0.977,0.0851,128.942
920,Sober - Instrumental,0.664,0.181,-19.549,0.0519,0.968,0.0961,108.011
921,Homemade Dynamite - Instrumental,0.646,0.148,-18.265,0.053,0.99,0.106,71.302
922,The Louvre - Instrumental,0.607,0.0942,-23.612,0.0511,0.972,0.0878,123.018
923,Hard Feelings/Loveless - Instrumental,0.549,0.109,-19.795,0.0532,0.985,0.0808,75.031
924,Sober II (Melodrama) - Instrumental,0.729,0.151,-19.309,0.0753,0.977,0.0813,56.496
925,Writer in the Dark - Instrumental,0.693,0.162,-18.578,0.0578,0.991,0.0908,71.997
926,Supercut - Instrumental,0.589,0.122,-19.996,0.0492,0.981,0.0927,125.023
927,Perfect Places - Instrumental,0.328,0.308,-17.421,0.0514,0.99,0.0914,206.621
928,Liability - Instrumental,0.614,0.201,-21.587,0.0527,0.982,0.108,75.984
929,Für Elise Jam,0.604,0.483,-9.268,0.0528,0.954,0.0696,155.961
930,Superposition,0.593,0.697,-5.416,0.0399,0.00289,0.14,170.0
931,Simplify,0.456,0.86,-3.444,0.0403,0.00123,0.154,99.159
932,Call Me Back,0.75,0.365,-6.741,0.0372,0.202,0.122,89.981
933,Heat of the Summer,0.602,0.856,-5.558,0.0458,0.00515,0.098,80.021
934,Oblivion,0.305,0.704,-7.727,0.0394,0.00165,0.172,169.91
935,Darkest Shade of Blue,0.382,0.241,-11.942,0.04,0.862,0.0995,128.17
936,Brother's Keeper,0.705,0.816,-3.617,0.0488,0.00269,0.0969,120.019
937,Glory,0.63,0.663,-6.728,0.0315,0.081,0.101,155.964
938,Tightrope,0.847,0.727,-6.169,0.0485,0.0107,0.0788,118.021
939,Panoramic Girl,0.673,0.748,-4.206,0.0268,0.226,0.146,108.981
940,You + I,0.624,0.462,-9.402,0.0343,0.0995,0.399,158.081
941,Mirror Master,0.463,0.859,-4.518,0.0508,0.000614,0.413,159.906
942,Almost (Sweet Music),0.427,0.689,-5.589,0.135,0.021,0.203,88.875
943,"break up with your girlfriend, i'm bored",0.726,0.554,-5.29,0.0917,0.0421,0.106,169.999
944,The Trip,0.697,0.733,-6.594,0.0384,0.169,0.123,119.998
945,In the Middle of the Night,0.536,0.749,-7.214,0.0292,0.00113,0.0752,74.976
946,The Message,0.64,0.695,-9.919,0.0326,0.00278,0.337,117.999
947,Sad Movies,0.57,0.433,-11.764,0.0252,0.00422,0.153,165.937
948,Welcome to Slow Air,0.538,0.517,-10.749,0.0278,0.00123,0.124,152.017
949,Black Lagoon,0.61,0.764,-8.649,0.03,0.0183,0.182,133.032
950,Dreamlands,0.621,0.518,-8.993,0.0246,0.0568,0.0894,110.044
951,Whisper,0.437,0.58,-9.784,0.0336,0.684,0.121,85.921
952,Fade Out,0.739,0.578,-10.39,0.028,0.629,0.109,119.976
953,The Photograph,0.403,0.651,-8.312,0.0377,0.229,0.45,119.867
954,Long Goodbyes,0.56,0.463,-13.861,0.0327,0.38,0.111,95.065
955,Silk,0.518,0.123,-13.801,0.0324,0.978,0.111,130.512
956,Atlas,0.443,0.654,-7.021,0.0296,0.301,0.577,162.03
957,Love Stuck,0.667,0.861,-4.43,0.0339,0.0209,0.0841,106.997
958,Silvertongue,0.673,0.789,-4.288,0.0408,0.00975,0.752,100.043
959,Somebody to Love,0.827,0.525,-5.823,0.0309,0.118,0.107,119.985
960,Sex n' Drugs,0.831,0.32,-7.916,0.143,0.299,0.0757,80.935
961,Saturday Sun,0.637,0.864,-4.381,0.0468,0.484,0.222,99.995
962,Vagabond,0.488,0.879,-6.812,0.0344,0.0602,0.409,148.012
963,Cameos,0.561,0.687,-6.336,0.0292,0.00791,0.08,128.569
964,Young Blood,0.579,0.865,-4.692,0.0302,5.63e-05,0.649,104.99
965,Strawberries & Cigarettes,0.514,0.539,-8.696,0.188,0.158,0.0902,168.062
966,Make You Mine,0.603,0.772,-4.444,0.0258,0.015,0.143,103.047
967,Moscow,0.715,0.611,-8.302,0.0324,0.183,0.0786,103.987
968,San Francisco,0.307,0.847,-4.215,0.0551,0.0215,0.0783,93.072
969,Baby,0.833,0.325,-10.093,0.0404,0.0498,0.15,102.02
970,1901,0.604,0.825,-5.373,0.0429,0.0564,0.192,144.085
971,Ways to Go,0.577,0.827,-7.54,0.0365,0.00338,0.26,101.031
972,Over My Head,0.656,0.723,-4.975,0.0262,0.0968,0.343,105.049
973,Silver & Gold,0.524,0.549,-4.923,0.0449,0.0557,0.179,173.839
974,Bear Claws,0.555,0.868,-1.901,0.0363,0.0161,0.099,97.003
975,Kaleidoscope,0.709,0.913,-5.148,0.0748,0.0182,0.167,108.024
976,Ocean Eyes - GOLDHOUSE Remix,0.425,0.954,-2.573,0.0383,0.0344,0.187,199.843
977,Cold Cold Man,0.613,0.661,-4.984,0.0263,0.00652,0.0976,110.978
978,Solo (feat. Demi Lovato),0.737,0.636,-4.546,0.0437,0.0441,0.35,105.005
979,Everything To Everyone,0.902,0.396,-7.7,0.0968,0.324,0.174,91.495
980,Talk Too Much,0.598,0.888,-5.119,0.0807,0.00947,0.347,103.966
981,I'm Good,0.612,0.921,-5.338,0.0705,0.0115,0.166,96.042
982,Letter for God,0.861,0.65,-4.935,0.0483,0.347,0.0562,120.009
